,publisher,genres,title,price,id,developer,release_year
114623,Gentlemen in Tuxedos,"['Action', 'Adventure', 'Indie']",SpaceCorn,0.99,380580.0,"Henrique Pegacha,Rafael Lima,Nuno Guerreiro",2012
114624,Bloober Team SA,"['Adventure', 'Indie']",A-Men 2,8.99,294190.0,Bloober Team SA,2015
114625,Black Lime Studio,"['Action', 'Indie']",Botology,0.99,363610.0,Black Lime Studio,2015
114626,Duckvalley Productions,"['Adventure', 'Indie', 'RPG']",Celia's Quest,9.99,380120.0,Duckvalley Productions,2015
114627,Sam Barlow,"['Adventure', 'Indie', 'Simulation']",Her Story,5.99,368370.0,Sam Barlow,2015
114628,"Armor Games Studios, PestoForce","['Action', 'Adventure', 'Indie', 'RPG']",Super Chibi Knight,4.99,283080.0,PestoForce,2015
114630,Split Polygon,"['Action', 'Indie', 'Simulation', 'Early Access']",Interstellar Rift,14.99,363360.0,Split Polygon,2015
114631,Turning Wheel LLC,"['Action', 'Adventure', 'Indie', 'RPG']",Barony,9.99,371970.0,Turning Wheel LLC,2015
114632,"CAPCOM Co., Ltd.",['Action'],Devil May Cry® 4 Special Edition,24.99,329050.0,"CAPCOM Co., Ltd.",2015
114634,Matt Gadient,"['Indie', 'Strategy']",Alarameth TD™,6.99,377280.0,Matt Gadient,2015
114635,"CAPCOM Co., Ltd.",['Action'],Lady &amp; Trish Costumes,3.99,359496.0,"CAPCOM Co., Ltd.",2015
114636,"CAPCOM Co., Ltd.",['Action'],S.Nero/Dante/Vergil,4.99,359491.0,"CAPCOM Co., Ltd.",2015
114637,"CAPCOM Co., Ltd.",['Action'],Unlock All Modes,1.49,359490.0,"CAPCOM Co., Ltd.",2015
114641,Forever Humble PDX,"['Action', 'Casual', 'Indie', 'Early Access']",Galagan's Island: Reprymian Rising,1.99,378850.0,Skinny Jean Death Studios,2015
114642,N3V Games,['Simulation'],TANE DLC: Nickel Plate High Speed Freight Set,18.99,380740.0,N3V Games,2015
114643,"KOEI TECMO GAMES CO., LTD.",['Action'],Senran Kagura Mashup Set,34.99,358144.0,"Team NINJA,KOEI TECMO GAMES CO., LTD.",2015
114644,Aerosoft GmbH,['Simulation'],OMSI 2 Add-on Chicago Downtown,19.99,361290.0,Darius Bode,2015
114646,i273 LLC,"['Adventure', 'Simulation', 'Strategy']",Hack RUN,4.99,378110.0,i273 LLC,2015
114649,IMGN.PRO,"['Adventure', 'Indie']",Kholat: Original Soundtrack,4.99,380800.0,IMGN.PRO,2015
114650,Holy Priest,"['Action', 'Free to Play', 'Indie', 'RPG']",Eternal Senia,0.0,351640.0,Holy Priest,2015
114653,Focus Home Interactive,"['Simulation', 'Sports']",Pro Cycling Manager 2015,14.99,322850.0,Cyanide Studio,2015
114656,Alternative Software Ltd,"['Action', 'Casual', 'Simulation', 'Sports', 'Strategy']",Rugby League Team Manager 2015,19.99,367550.0,Alternative Software Ltd,2015
114658,Axel Shokk,"['Adventure', 'Casual', 'Indie', 'Simulation']",TRIP Steam Edition,1.99,341540.0,Axel Shokk,2015
114659,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 1,0.99,367871.0,"TT Games Ltd,Feral Interactive (Mac)",2015
114660,Mastertech,"['Action', 'Indie', 'RPG', 'Simulation']",Masterspace,13.99,282860.0,Master Technologies,2015
114661,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",LEGO Jurassic World: Jurassic World DLC Pack,1.99,367870.0,"TT Games Ltd,Feral Interactive (Mac)",2015
114662,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 2,0.99,367872.0,"TT Games Ltd,Feral Interactive (Mac)",2015
114668,Nomad Games,"['Indie', 'RPG', 'Strategy']",Talisman - Character Pack #10 - Shaman,1.99,267782.0,Nomad Games,2015
114672,Kasedo Games,"['Indie', 'RPG', 'Strategy']",Crowntakers - Undead Undertakings,3.99,352560.0,Bulwark Studios,2015
114673,Technomancy Studios,"['Action', 'Free to Play', 'Indie', 'Early Access']",Shot In The Dark,0.0,372820.0,Technomancy Studios,2015
114676,Ronimo Games,"['Action', 'Indie', 'Strategy']",Awesomenauts - Gnariachi Skin,7.99,376370.0,Ronimo Games,2015
114677,Ronimo Games,"['Action', 'Indie', 'Strategy']",Awesomenauts - The Scrolls of XiPang Announcer,3.99,376373.0,Ronimo Games,2015
114678,GameMill Entertainment,"['Action', 'Racing', 'Sports']",Monster Jam Battlegrounds,9.99,336250.0,Team6 game studios B.V.,2015
114679,Ronimo Games,"['Action', 'Indie', 'Strategy']",Awesomenauts - Voltar Bonaparte Skin,2.99,376371.0,Ronimo Games,2015
114680,Iceberg Interactive,"['Action', 'RPG', 'Simulation']",Starpoint Gemini 2: Origins,41.99,371060.0,Little Green Men Games,2015
114685,Dogenzaka Lab,['Adventure'],Tokyo School Life - Original Soundtrack,2.99,374880.0,"M2 Co.,LTD",2015
114686,KISS ltd,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",The Story Goes On,4.99,369560.0,Scarecrow Arts,2015
114688,INSGAMES LIMITED,"['Action', 'Adventure', 'Indie', 'Strategy']",Antisquad - DELUXE Upgrade,7.99,378330.0,InsGames,2015
114690,Viva Media,"['Adventure', 'Casual']",Weird Park Trilogy,19.99,372260.0,Alawar,2015
114693,reiti.net,"['Casual', 'Indie']",Robo Miner,2.99,378570.0,reiti.net,2013
114696,Major Games,"['Action', 'Adventure', 'Indie']",BiT Evolution,9.99,342020.0,Major Games,2015
114697,Gnarled Scar Manipulations,"['Adventure', 'Free to Play', 'Indie']",The Knobbly Crook: Chapter I - The Horse You Sailed In On,0.0,378300.0,Gnarled Scar Manipulations,2015
114698,Scarlet Moon Records,"['Indie', 'RPG']",Saturday Morning RPG Soundtrack,6.99,325640.0,"Vince DiCola,Kenny Meriedeth,Mighty Rabbit Studios",2014
114699,IMGN.PRO,"['Adventure', 'Indie']",Kholat,19.99,343710.0,IMGN.PRO,2015
114701,Singe Studio,"['Action', 'Adventure', 'Indie', 'RPG']",Death Pirate,3.99,359300.0,Singe Studio,2015
114702,Mode 7,"['Indie', 'Sports', 'Strategy']",Frozen Cortex - Ultimate Tier DLC,34.99,283813.0,Mode 7,2015
114704,Mode 7,"['Indie', 'Sports', 'Strategy']",Frozen Cortex - Mega Tier DLC,16.99,283812.0,Mode 7,2015
114705,Mode 7,"['Indie', 'Sports', 'Strategy']",Frozen Cortex - Soundtrack DLC,10.99,283811.0,Mode 7,2015
114706,"Slightly Mad Studios, BANDAI NAMCO Entertainment","['Racing', 'Simulation', 'Sports']",Project CARS - Limited Edition Upgrade,4.99,334770.0,Slightly Mad Studios,2015
114707,Reverb Triple XP,['Adventure'],Sherlock Holmes Consulting Detective: The Case of the Mummy's Curse,2.99,374010.0,Zojoi Studios,2015
114708,Reverb Triple XP,['Adventure'],Sherlock Holmes Consulting Detective: The Case of the Mystified Murderess,2.99,376790.0,Zojoi Studios,2015
114709,Reverb Triple XP,['Adventure'],Sherlock Holmes Consulting Detective: The Case of the Tin Soldier,2.99,376780.0,Zojoi Studios,2015
114710,Kittehface Software,"['Casual', 'Indie', 'Strategy']",TransPlan,2.99,374410.0,Kittehface Software,2015
114711,AGM PLAYISM,"['Action', 'Indie']",NEO AQUARIUM - The King of Crustaceans -,8.99,355240.0,Nussoft,2015
114712,Space Boat Studios,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Early Access']",Out of Reach,14.99,327090.0,Space Boat Studios,2015
114716,"Slightly Mad Studios, BANDAI NAMCO Entertainment","['Racing', 'Simulation', 'Sports']",Project CARS - Racing Icons Car Pack,3.49,334772.0,Slightly Mad Studios,2015
114717,BANDAI NAMCO Entertainment,['Action'],DRAGON BALL Z: Resurrection ‘F’ pack,9.99,344463.0,DIMPS,2015
114718,InterAction studios,"['Action', 'Casual', 'Indie']",Chicken Invaders 3 - Christmas Edition,2.99,378620.0,InterAction studios,2015
114719,Woodsy Studio,['Adventure'],Quantum Conscience,4.99,375770.0,Woodsy Studio,2014
114721,Koch Media,['Simulation'],Eisenbahn X,39.99,335310.0,"TREND, Softpro",2015
114722,InterAction studios,"['Action', 'Casual', 'Indie']",Chicken Invaders 3 - Easter Edition,2.99,378621.0,InterAction studios,2015
114727,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Adventurer's Final Journey,4.99,291472.0,Kairi Sawler,2015
114728,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Dead or Alive,7.99,297643.0,PVGames,2015
114729,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Frontier Works: Horror Interior Tiles,4.99,356240.0,Frontier Works,2015
114730,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Rebel Rapture Music Pack,24.99,297642.0,Murray Atkinson,2015
114732,Michaela Laws,"['Casual', 'Simulation']",Seduce Me the Otome,0.0,367120.0,Michaela Laws,2015
114733,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - POP!: Horror City,14.99,297644.0,VexedEnigma,2015
114734,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Time Fantasy,14.99,268614.0,Jason Perry,2015
114735,Fully Bugged,"['Casual', 'Indie']",Little Cells,3.99,352210.0,Fully Bugged,2015
114736,VaragtP,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Tap Heroes,2.99,371570.0,VaragtP,2015
114737,Gameforge 4D GmbH,"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",S.K.I.L.L. - Special Force 2 - Recruit Pack,5.99,373590.0,"Dragonfly GF Co., LTD",2015
114738,Stroboskop,"['Adventure', 'Indie']",Sylvio,12.99,362860.0,Stroboskop,2015
114740,VoxelStorm,"['Indie', 'Simulation', 'Strategy']",AdvertCity,19.99,365800.0,VoxelStorm,2015
114741,CastleAbra Studios,['Adventure'],CastleAbra,6.99,366570.0,CastleAbra Studios,2015
114742,Nuligine,"['Action', 'Indie', 'Racing', 'Simulation']",MadOut,9.99,352170.0,Nuligine,2015
114744,Hosted Games,"['Indie', 'RPG']",Tin Star,4.99,375130.0,Hosted Games,2014
114746,Zinnusl,"['Indie', 'RPG', 'Strategy', 'Early Access']",Dungeoncraft,9.99,370750.0,Zinnusl,2015
114748,FlexileStudio,"['Action', 'Adventure', 'Casual', 'Indie']",Wimp: Who Stole My Pants?,3.99,331570.0,FlexileStudio,2015
114750,"Berserk Games, Skybound Interactive","['Casual', 'Indie', 'Simulation', 'Strategy']",Tabletop Simulator - Superfight,7.99,367330.0,Berserk Games,2015
114751,D-Games,"['Action', 'Indie']",Monument,3.99,376730.0,D-Games,2015
114753,Jetdogs Studios,"['Casual', 'Strategy']",12 Labours of Hercules II: The Cretan Bull,2.99,360640.0,"Jetdogs Studios,Zoom Out Games",2015
114754,Degica,['Action'],XIIZEAL,11.99,364250.0,TRIANGLE SERVICE,2015
114755,7 Soft Pillows,"['Action', 'Adventure', 'Indie', 'Racing']",Tile Rider,3.99,356170.0,7 Soft Pillows,2015
114756,Spooky Star,['Indie'],The Architect,2.99,375420.0,Spooky Star,2015
114757,Shark Punch,"['Action', 'Indie', 'Strategy']",The Masterplan - Soundtrack,7.99,376320.0,Shark Punch,2015
114758,Librarium Studios,"['Action', 'Adventure', 'Indie']",The Eigengrau Menagerie,2.99,375090.0,Ozzie Sneddon,2015
114760,Forever Entertainment S. A.,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",16bit Trader,2.99,375460.0,Forever Entertainment S. A.,2015
114761,WayForward,"['Action', 'Casual', 'Indie', 'Strategy']",Mighty Switch Force! Hose It Down!,2.99,375310.0,WayForward,2015
114763,1C Company,"['Action', 'Simulation', 'Strategy']",Men of War: Assault Squad 2 - Airborne,9.99,357760.0,Digitalmindsoft,2015
114764,Kerberos Productions Inc.,"['Action', 'Casual', 'Indie', 'Strategy']",Kaiju-A-GoGo: Hot Rod Ginormasaurus Skin,0.99,376800.0,Kerberos Productions Inc.,2015
114765,BrashMonkey,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",Spriter: Run N' Gun Pack,24.99,333773.0,BrashMonkey,2015
114766,BrashMonkey,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",Spriter: Adventure Platformer Pack,24.99,333772.0,BrashMonkey,2015
114767,Purple Nebula,"['Casual', 'Indie']",Color Assembler,7.99,370570.0,Purple Nebula,2015
114768,Xtase Studios,"['Action', 'Indie']",Butsbal,2.99,375330.0,Xtase Studios,2015
114770,BrashMonkey,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",Spriter: Basic Platformer Pack,24.99,333771.0,BrashMonkey,2015
114771,practicing01,"['Casual', 'Free to Play']",Bitweb,0.0,375220.0,practicing01,2015
114773,Dima Kiva,['Action'],Silicone-2,0.99,343690.0,Dima Kiva,2015
114774,Redbana Corporation,"['Casual', 'Free to Play', 'Massively Multiplayer']",Audition Online,0.0,349720.0,T3 Entertainment,2007
114775,"Jundroo, LLC","['Indie', 'Simulation']",SimpleRockets,7.99,343090.0,"Jundroo, LLC",2015
114776,TicToc Games,"['Action', 'Adventure', 'Indie']",Adventures of Pip,14.99,303550.0,TicToc Games,2015
114778,Back To Basics Gaming,"['Adventure', 'Indie', 'RPG', 'Early Access']",New kind of adventure,0.99,375510.0,Mint Age Studios,2015
114779,Strategy First,"['Casual', 'Indie']",Cave Coaster,4.99,371000.0,Smyowl,2015
114780,Slitherine Ltd.,"['Adventure', 'Simulation', 'Strategy']",Star Hammer: The Vanguard Prophecy,19.99,337680.0,Black Lab Games,2015
114781,Abyss Lights Studio LLP,"['Action', 'Free to Play']",Batla - Toy Soldiers Pack,1.99,372470.0,[geim].pro,2015
114782,DigitalEZ,"['Adventure', 'Casual', 'Indie']",Notch - The Innocent LunA: Eclipsed SinnerS,9.99,325120.0,"Angels Blue Digital Entertainment,DigitalEZ",2012
114783,Nyu Media,"['Action', 'Indie']",Supercharged Robot VULKAISER,4.99,349680.0,ASTRO PORT,2015
114784,Krealit,"['Action', 'Adventure', 'Indie', 'RPG']",Guns'N'Zombies: N'Aliens,3.99,362110.0,Krealit,2015
114785,Warchest Ltd.,"['Action', 'Free to Play']",Dirty Bomb®,0.0,333930.0,Splash Damage,Jun 
114793,Orangepixel,"['Action', 'Indie']",Gunslugs,4.99,371890.0,Orangepixel,2015
114794,Himalaya Studios,"['Adventure', 'Casual', 'Indie']",Al Emmo's Postcards from Anozira,4.99,375020.0,Himalaya Studios,2010
114795,Peculiar Games,"['Adventure', 'Indie', 'RPG']",Voyage to Farland,5.99,364790.0,Peculiar Games,2015
114796,Baller industries,['Adventure'],Tokyo Hosto,4.99,349650.0,Baller Industries,2013
114797,Playtap Games,"['Indie', 'RPG', 'Strategy']",Card Dungeon,5.99,361130.0,Playtap Games,2015
114800,ToMorning Productions,"['Adventure', 'Indie', 'RPG', 'Early Access']",You Are Not The Hero,14.99,268970.0,ToMorning Productions,2015
114801,Tiny Colossus,"['Indie', 'Strategy']",UFHO2,0.0,348840.0,"Tiny Colossus,Ciro Continisio",2014
114804,Screeching Wizard,"['Action', 'Casual', 'Indie', 'Racing']",Organ Biker,0.99,365310.0,Screeching Wizard,2015
114807,BIT-GEN,"['Action', 'Casual', 'Indie']",Diamond Deeps,4.99,367800.0,BIT-GEN,2015
114809,cybercritics,['Strategy'],Galaxy Union,4.99,365240.0,cybercritics,2015
114810,Diabolical Mind,"['Action', 'Adventure', 'Indie', 'RPG']",Riddled Corpses,7.99,369890.0,Daniel Fernandez Chavez,2015
114812,Dovetail Games,['Simulation'],Kijls Wagon Pack,4.99,326004.0,Dovetail Games,2015
114813,Forcequitapplicatons,"['Action', 'Adventure', 'RPG', 'Early Access']",Barren Roads,8.99,341660.0,Forcequitapplicatons,2015
114814,Dovetail Games,['Simulation'],BR Railfreight OTA Wagon Pack,4.99,326003.0,Dovetail Games,2015
114815,Dovetail Games,['Simulation'],Tagds Wagon Pack,4.99,326007.0,Dovetail Games,2015
114816,InvertMouse,['Indie'],Unhack - Digital Artbook,1.99,374100.0,InvertMouse,2015
114817,Viva Media,"['Casual', 'Strategy']",Crazy Machines 2: Anniversary DLC,2.99,335110.0,Fakt Software,2015
114819,Retronic Games,"['Adventure', 'Casual', 'Indie', 'RPG']",Pixel Dungeon,4.99,365900.0,Retronic Games,2015
114820,Northway Games,"['Indie', 'Simulation', 'Strategy']",Rebuild 3: Gangs of Deadsville,14.99,257170.0,"Northway Games,Sarah Northway",2015
114821,Kursed Studios,"['Adventure', 'Indie', 'RPG']",Agapan,7.99,344260.0,Kursed Studios,2015
114822,Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",Official Guide - Millennium 5,4.99,357100.0,Aldorlea Games,2015
114824,Sekai Project,"['Adventure', 'Casual']",The Fruit of Grisaia,39.99,345610.0,Frontwing,2015
114826,NVLMaker,"['Adventure', 'Casual', 'Indie', 'Simulation']",Gaokao.Love.100Days,9.99,347620.0,"高考恋爱委员会,橘子班",2015
114827,Headup Games,"['Action', 'Casual', 'Indie', 'RPG']",SoulCraft,4.99,369180.0,MobileBits,2015
114828,Psychotic Psoftware,"['Action', 'Indie']",Flix The Flea,2.99,371390.0,Psychotic Psoftware,2014
114829,Mastertronic,"['Indie', 'Simulation']",0RBITALIS - Supernova Edition Upgrade,4.99,375860.0,Alan Zucconi,2015
114830,Wakeskater Studio,"['Action', 'Indie', 'Strategy']",SBX: Invasion,1.99,371620.0,Jason Carter,2015
114831,10tons Ltd,"['Action', 'Adventure', 'Casual', 'Indie']",Sparkle 2,7.99,370550.0,10tons Ltd,2015
114832,Dark Amber Softworks,"['Action', 'Adventure', 'RPG', 'Early Access']",Avenging Angel,9.99,367240.0,Dark Amber Softworks,2015
114833,3000AD,"['Action', 'Indie', 'Simulation', 'Strategy']",Universal Combat - The Lyrius Conflict,29.99,370810.0,3000AD,2015
114834,Hellscape Games,"['Casual', 'Indie']",Intergalactic Bubbles,1.99,351490.0,Hellscape Games,2015
114835,rokapublish,"['Casual', 'Simulation', 'Sports']",3D MiniGolf,9.99,362830.0,Z-Software GmbH,2015
114836,"Idea Factory, Idea Factory International",['RPG'],Hyperdimension Neptunia Re;Birth2 Nepgear's Beam Zapper ZERO / ビームザッパーＺＥＲＯ,0.99,354468.0,"Idea Factory,Compile Heart,Felistella",2015
114837,"Idea Factory, Idea Factory International","['RPG', 'Strategy']",Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2,29.99,351710.0,"Idea Factory,Compile Heart,Felistella",2015
114838,"Idea Factory, Idea Factory International",['RPG'],Hyperdimension Neptunia Re;Birth2 Additional Content Pack 2 / コンテンツ追加パック２,0.99,354465.0,"Idea Factory,Compile Heart,Felistella",2015
114839,"Idea Factory, Idea Factory International",['RPG'],Hyperdimension Neptunia Re;Birth2 Histy's Rescue Plans / いーすんの救済仕様書パック,0.99,354467.0,"Idea Factory,Compile Heart,Felistella",2015
114840,"Idea Factory, Idea Factory International",['RPG'],Hyperdimension Neptunia Re;Birth2 Additional Content Pack 1/ コンテンツ追加パック１,0.99,354464.0,"Idea Factory,Compile Heart,Felistella",2015
114841,KISS ltd,"['Action', 'Indie']",Horizon Shift,4.99,326120.0,Flump Studios,2015
114842,DreamsSoftGames,"['Action', 'Casual', 'Indie']",Arkhelom 3D,3.99,373670.0,DreamsSoftGames,2015
114843,"Idea Factory, Idea Factory International",['RPG'],Hyperdimension Neptunia Re;Birth2 Additional Content Pack 3 / コンテンツ追加パック３,0.99,354466.0,"Idea Factory,Compile Heart,Felistella",2015
114844,KISS ltd,"['Action', 'Indie']",Horizon Shift - Soundtrack,2.99,370430.0,Flump Studios,2015
114845,MichaelArts,"['Adventure', 'Indie']",Pillar,7.99,371900.0,MichaelArts,2015
114847,Plug In Digital,"['Action', 'Indie', 'Racing']",The Next Penelope,12.99,332250.0,Aurelien Regard,2015
114848,Whalenought Studios,"['Adventure', 'RPG']",Serpent in the Staglands,19.99,335120.0,Whalenought Studios,2015
114850,SmashMouth Games Ltd,['Indie'],Ongaku,3.99,360990.0,SmashMouth Games Ltd,2015
114851,Nomad Games,"['Indie', 'RPG', 'Strategy']",Talisman - The Sacred Pool Expansion,4.99,267781.0,Nomad Games,2015
114852,SmashMouth Games Ltd,['Indie'],Ongaku DJ Pack,0.99,369740.0,SmashMouth Games Ltd,2015
114853,SmashMouth Games Ltd,['Indie'],Ongaku Jack O Lantern Pack,0.99,369920.0,SmashMouth Games Ltd,2015
114854,SmashMouth Games Ltd,['Indie'],Ongaku Pixel Pack,0.99,369930.0,SmashMouth Games Ltd,2015
114855,SmashMouth Games Ltd,['Indie'],Ongaku Pop Pack,0.99,369940.0,SmashMouth Games Ltd,2015
114856,SmashMouth Games Ltd,['Indie'],Ongaku Rock Pack,0.99,369950.0,SmashMouth Games Ltd,2015
114857,SmashMouth Games Ltd,['Indie'],Ongaku Soundtrack,1.99,370110.0,SmashMouth Games Ltd,2015
114858,SmashMouth Games Ltd,['Indie'],Ongaku Trippy Pack,0.99,369970.0,SmashMouth Games Ltd,2015
114859,SmashMouth Games Ltd,['Indie'],Ongaku Zombie Pack,0.99,369980.0,SmashMouth Games Ltd,2015
114860,SmashMouth Games Ltd,['Indie'],Ongaku Triangle Pack,0.99,369960.0,SmashMouth Games Ltd,2015
114861,SmashMouth Games Ltd,['Indie'],Ongaku Guy Fawkes Pack,0.99,369910.0,SmashMouth Games Ltd,2015
114864,Dovetail Games - Trains,['Simulation'],Train Simulator: Gatwick Express Class 442 'Wessex' EMU Add-On,19.99,277773.0,Dovetail Games,2015
114867,Untouch,"['Action', 'Early Access']",Cash_Out,4.99,372970.0,Untouch,2015
114868,Lighthouse Games Studio,"['Action', 'Indie', 'Early Access']",Shark Attack Deathmatch 2,2.99,330580.0,Lighthouse Games Studio,2015
114869,Orbital Knight,"['Action', 'Indie']",Star Horizon,4.99,352960.0,Orbital Knight,2015
114870,Microids,"['Adventure', 'Indie']",Subject 13,9.99,322970.0,Paul Cuisset,2015
114871,1C Online Games,"['Adventure', 'Casual']",Apothecarium: The Renaissance of Evil - Premium Edition,6.99,373860.0,Space Monkey International,2015
114872,Libredia,"['Adventure', 'Casual']",Red Crow Mysteries: Legion,6.99,372890.0,Cateia GAmes,2015
114873,1C Company,"['Adventure', 'Casual']",Sister’s Secrecy: Arcanum Bloodlines - Premium Edition,6.99,373870.0,Space Monkey International,2015
114874,1C Online Games,"['Adventure', 'Casual']",Voodoo Chronicles: The First Sign HD - Director’s Cut Edition,6.99,304750.0,Space Monkey International,2015
114875,Buka Entertainment,"['Indie', 'Strategy']",Locoland,4.99,352130.0,"Gromada,Buka Entertainment",2003
114876,"Niffler Ltd., Nkidu Games Inc.",['Indie'],Chip's Challenge 1,1.99,346850.0,Niffler Ltd.,2015
114877,"Niffler Ltd., Nkidu Games Inc.",['Indie'],Chip's Challenge 2,4.99,348300.0,Niffler Ltd.,2015
114878,"Niffler Ltd., Nkidu Games Inc.",['Indie'],Chip's Challenge 2: Editor,2.99,356630.0,Niffler Ltd.,2015
114879,M2H,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",Crash Drive 2,4.99,343440.0,M2H,2015
114880,Degica,['Action'],Phantom Breaker: Battle Grounds - Original Soundtrack,4.99,348940.0,MAGES. Inc.,2015
114881,Degica,"['Design &amp; Illustration', 'Utilities']",Game Character Hub: Second Story,3.99,372710.0,Sebastien Bini,2015
114883,Big Fat Simulations Inc.,['Adventure'],Airport Madness: World Edition,9.99,369290.0,Big Fat Simulations Inc.,2015
114887,Degica,"['Adventure', 'Casual', 'Indie']",Labyrinthine Dreams,1.99,278570.0,Solest Games,2015
114888,8Floor,"['Adventure', 'Casual']",Portal of Evil: Stolen Runes Collector's Edition,6.99,361850.0,8Floor,2015
114890,Sekai Project,"['Adventure', 'Indie']",Tobari and the Night of the Curious Moon,9.99,368140.0,desunoya,2012
114891,Dreamatrix,"['RPG', 'Simulation']",Spaceforce Rogue Universe HD,12.99,372480.0,Dreamatrix,2007
114892,DropDGames,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Martial Law,2.99,346150.0,DropDGames,2015
114893,Dovetail Games,['Simulation'],EWS OTA Wagon Pack,4.99,326002.0,Dovetail Games,2015
114894,Arc System Works,['Action'],GUILTY GEAR XX ACCENT CORE PLUS R,14.99,348550.0,Arc System Works,2015
114895,"oddonegames, neobricks","['Indie', 'Massively Multiplayer', 'RPG']",Tree of Life - Upgrade to Adventurer,7.99,368960.0,oddonegames,2015
114896,Paradox Interactive,"['Action', 'Adventure']",Magicka 2,14.99,238370.0,Pieces Interactive,2015
114897,Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",Official Guide - Midnight's Blessing,4.99,371110.0,Warfare Studios,2015
114898,Dylan Fitterer,['Indie'],Audiosurf 2,14.99,235800.0,Dylan Fitterer,2015
114900,Cult Software,"['Action', 'Indie', 'RPG']",Stones of Sorrow,3.99,373290.0,Rain Pohlak,2015
114901,Good Shepherd Entertainment,"['Action', 'Adventure', 'Indie']",Magnetic: Cage Closed,14.99,344410.0,Guru Games,2015
114902,Good Shepherd Entertainment,"['Action', 'Adventure', 'Indie']",Upgrade to Magnetic: Cage Closed Collector's Edition,0.0,362850.0,Guru Games,2015
114903,Cult Software,"['Action', 'Indie', 'RPG']",Stones of Sorrow - Soundtrack by Neoandertals,4.99,374160.0,Rain Pohlak,2015
114909,Three Brothers Games,['Indie'],Quadrant,4.99,365320.0,HKFiftyOne Games,2015
114910,Three Prong Productions,"['Action', 'Indie', 'RPG']",Floors of Discomfort,1.99,372770.0,Three Prong Productions,2015
114913,FIVE-BN GAMES,"['Adventure', 'Casual']",New York Mysteries: Secrets of the Mafia,6.99,372930.0,FIVE-BN GAMES,2015
114914,Jordan Sendar,"['Action', 'Indie']",Ride the Bullet,3.99,364130.0,Jordan Sendar,2015
114915,Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",Asguaard - Deluxe Contents,5.99,372280.0,Aldorlea Games,2015
114917,Rakesh Malik,"['Adventure', 'Indie', 'Strategy']",Ramayana,4.99,371790.0,Rakesh Malik,2015
114918,Swinfjord-Games,"['Indie', 'RPG']",XLarn,4.99,360030.0,Swinfjord-Games,2015
114920,Ludomo Gamestudio,"['Casual', 'Indie']",Ludoku,4.99,366410.0,Ludomo Gamestudio,2015
114921,SilentFuture,"['Indie', 'Racing']",High On Racing,4.99,362610.0,SilentFuture,2006
114922,New Reality Games,"['RPG', 'Simulation']",Corruption Soundtrack,0.99,340670.0,"New Reality Games,Scott Holmes",2015
114923,Zeritum,"['Free to Play', 'Indie']",Visibility,0.0,368290.0,Zeritum,2015
114926,New Reality Games,['RPG'],Initiation Soundtrack,0.99,340661.0,"New Reality Games,Scott Holmes",2015
114927,Pixel Prophecy,"['Casual', 'Indie']",Fine Sweeper,2.99,367000.0,Pixel Prophecy,2015
114929,Armor Games,"['Action', 'Adventure', 'Indie', 'RPG']",Super Chibi Knight Original Sound Track (OST),0.99,373780.0,"PestoForce,Brian Holmes",2015
114931,Warfare Studios,"['Adventure', 'Casual', 'Indie', 'RPG']",Midnight's Blessing,9.99,370640.0,Warfare Studios,2015
114932,8Floor,"['Adventure', 'Casual', 'Indie', 'Strategy']",Fort Defense,5.99,343930.0,Creobit,2015
114933,Critical Games,"['Adventure', 'Indie', 'RPG']",8-Bit Adventures: The Forgotten Journey Remastered Edition,9.99,370300.0,Critical Games,2015
